Date,TideType,TideTime,TideHeight (meters)
24/12/2024,High,18:44:00,3.45
24/12/2024,Low,11:59:00,1.7
24/12/2024,Low,11:59:00,1.7
25/12/2024,High,07:27:00,3.33
25/12/2024,High,19:43:00,3.42
25/12/2024,Low,00:39:00,1.43
25/12/2024,Low,13:03:00,1.69
26/12/2024,High,08:19:00,3.43
26/12/2024,High,20:39:00,3.45
26/12/2024,Low,01:38:00,1.44
26/12/2024,Low,14:03:00,1.63
27/12/2024,High,09:07:00,3.55
27/12/2024,High,21:28:00,3.5
27/12/2024,Low,02:31:00,1.41
27/12/2024,Low,14:54:00,1.52
28/12/2024,High,09:49:00,3.68
28/12/2024,High,22:12:00,3.57
28/12/2024,Low,03:15:00,1.34
28/12/2024,Low,15:38:00,1.39
29/12/2024,High,10:27:00,3.79
29/12/2024,High,22:52:00,3.65
29/12/2024,Low,03:54:00,1.26
29/12/2024,Low,16:15:00,1.25
30/12/2024,High,11:03:00,3.89
30/12/2024,High,23:30:00,3.72
30/12/2024,Low,04:28:00,1.18
30/12/2024,Low,16:50:00,1.11
31/12/2024,High,11:38:00,3.98
31/12/2024,Low,05:02:00,1.09
31/12/2024,Low,17:26:00,0.96
31/12/2024,High,11:38:00,3.98
