Date,TideType,TideTime,TideHeight (meters)
2024-12-24,High,18:44:00,3.45
2024-12-24,Low,11:59:00,1.7
2024-12-24,Low,11:59:00,1.7
2024-12-25,High,07:27:00,3.33
2024-12-25,High,19:43:00,3.42
2024-12-25,Low,00:39:00,1.43
2024-12-25,Low,13:03:00,1.69
2024-12-26,High,08:19:00,3.43
2024-12-26,High,20:39:00,3.45
2024-12-26,Low,01:38:00,1.44
2024-12-26,Low,14:03:00,1.63
2024-12-27,High,09:07:00,3.55
2024-12-27,High,21:28:00,3.5
2024-12-27,Low,02:31:00,1.41
2024-12-27,Low,14:54:00,1.52
2024-12-28,High,09:49:00,3.68
2024-12-28,High,22:12:00,3.57
2024-12-28,Low,03:15:00,1.34
2024-12-28,Low,15:38:00,1.39
2024-12-29,High,10:27:00,3.79
2024-12-29,High,22:52:00,3.65
2024-12-29,Low,03:54:00,1.26
2024-12-29,Low,16:15:00,1.25
2024-12-30,High,11:03:00,3.89
2024-12-30,High,23:30:00,3.72
2024-12-30,Low,04:28:00,1.18
2024-12-30,Low,16:50:00,1.11
2024-12-31,High,11:38:00,3.98
2024-12-31,Low,05:02:00,1.09
2024-12-31,Low,17:26:00,0.96
2024-12-31,High,11:38:00,3.98
